Molecule ChEMBL ID,Standard Value,Calculated pChEMBL,index,Smiles
CHEMBL3108955,1000.0,6.0,991,Cl.N[C@H]1C[C@@H]1c1ccc(NC(=O)CCCCCNC(=O)c2ccc(O)c3ncccc23)cc1
CHEMBL3108958,2200.0,5.66,474,N[C@@H]1C[C@H]1c1ccc(NC(=O)c2ccnc(-c3cc(C(=O)O)ccn3)c2)cc1.O=C(O)C(F)(F)F
CHEMBL3133841,3000.0,5.52,224,CC(C)(C)OC(=O)N1CCN(C(=S)SCc2cn(Cc3cc(=O)oc4cc(O)cc(O)c34)nn2)CC1
CHEMBL3133842,830.0,6.08,1920,CC(C)(C)OC(=O)N1CCN(C(=S)SCc2cn(Cc3cc(=O)oc4c(O)c(O)ccc34)nn2)CC1
CHEMBL3133843,810.0,6.09,752,COc1ccc2c(Cn3cc(CSC(=S)N4CCN(C(=O)OC(C)(C)C)CC4)nn3)cc(=O)oc2c1
CHEMBL3133846,670.0,6.17,1093,CC(C)(C)OC(=O)N1CCN(C(=S)SCc2cn(Cc3cc(=O)oc4cc(Cl)ccc34)nn2)CC1
CHEMBL3133848,84200.0,4.07,555,CC(C)(C)OC(=O)N1CCN(C(=S)SCc2cn(Cc3cc(=O)oc4cc(F)ccc34)nn2)CC1
CHEMBL3133849,10330.0,4.99,524,CC(C)(C)OC(=O)N1CCN(C(=S)SCc2cn(Cc3cc(=O)oc4ccccc34)nn2)CC1
CHEMBL3133850,530.0,6.28,523,CC(C)(C)OC(=O)N1CCN(C(=S)SCc2cn(Cc3cc(=O)oc4cc(N)ccc34)nn2)CC1
CHEMBL3133851,710.0,6.15,1907,Cc1ccc2c(Cn3cc(CSC(=S)N4CCN(C(=O)OC(C)(C)C)CC4)nn3)cc(=O)oc2c1
CHEMBL3134309,9500.0,5.02,230,CSCCc1nc(-c2cccc(NC(=N)N)c2)oc1C
CHEMBL3134310,185000.0,3.73,337,CC(=O)c1csc(Nc2ccc(Cl)cc2)n1
CHEMBL3134316,123000.0,3.91,487,CC(=O)c1csc(Nc2cccc(Cl)c2)n1
CHEMBL3134321,26900.0,4.57,1191,CC(=O)c1csc(Nc2ccc(Br)cc2)n1
CHEMBL3134322,57000.0,4.24,493,CC(=O)c1csc(Nc2ccc(O)cc2)n1
CHEMBL3134332,85700.0,4.07,2082,O=S(=O)(Nc1nc(-c2ccc(Cl)cc2)cs1)c1ccccc1
CHEMBL3134334,44400.0,4.35,1601,O=S(=O)(Nc1nc(-c2ccc(Cl)cc2)cs1)C(F)(F)F
CHEMBL3134337,43200.0,4.36,997,Cc1ccccc1S(=O)(=O)Nc1nc(-c2ccc(Cl)cc2)cs1
CHEMBL3134338,17200.0,4.76,1963,Cc1cccc(S(=O)(=O)Nc2nc(-c3ccc(Cl)cc3)cs2)c1
CHEMBL3134339,43600.0,4.36,2643,COc1cccc(S(=O)(=O)Nc2nc(-c3ccc(Cl)cc3)cs2)c1
CHEMBL3134340,76050.0,4.12,375,COc1ccc(S(=O)(=O)Nc2nc(-c3ccc(Cl)cc3)cs2)cc1
CHEMBL3134341,7500.0,5.12,1874,O=S(=O)(Nc1nc(-c2ccc(Cl)cc2)cs1)c1cccc(-c2ccccc2)c1
CHEMBL3134342,15800.0,4.8,2170,O=S(=O)(Nc1nc(-c2ccc(Cl)cc2)cs1)c1ccc(-c2ccccc2)cc1
CHEMBL3134343,40100.0,4.4,2164,O=S(=O)(Nc1nc(-c2ccc(Cl)cc2)cs1)c1ccccc1Cl
CHEMBL3134344,10300.0,4.99,1106,O=S(=O)(Nc1nc(-c2ccc(Cl)cc2)cs1)c1cccc(Cl)c1
CHEMBL3134345,13200.0,4.88,1876,O=S(=O)(Nc1nc(-c2ccc(Cl)cc2)cs1)c1ccc(Cl)cc1
CHEMBL3134346,18100.0,4.74,247,O=S(=O)(Nc1nc(-c2ccc(Cl)cc2)cs1)c1ccccc1C(F)(F)F
CHEMBL3134347,9500.0,5.02,349,O=S(=O)(Nc1nc(-c2ccc(Cl)cc2)cs1)c1cccc(C(F)(F)F)c1
CHEMBL3134348,17300.0,4.76,2110,O=S(=O)(Nc1nc(-c2ccc(Cl)cc2)cs1)c1ccc(C(F)(F)F)cc1
CHEMBL3134349,49200.0,4.31,557,O=[N+]([O-])c1ccccc1S(=O)(=O)Nc1nc(-c2ccc(Cl)cc2)cs1
CHEMBL3134350,20300.0,4.69,445,O=[N+]([O-])c1cccc(S(=O)(=O)Nc2nc(-c3ccc(Cl)cc3)cs2)c1
CHEMBL3134351,26100.0,4.58,1582,O=[N+]([O-])c1ccc(S(=O)(=O)Nc2nc(-c3ccc(Cl)cc3)cs2)cc1
CHEMBL3134352,27800.0,4.56,50,O=S(=O)(Nc1nc(-c2ccc(Cl)cc2)cs1)c1cccs1
CHEMBL3134353,19300.0,4.71,1000,O=S(=O)(Nc1nc(-c2ccc(Cl)cc2)cs1)c1cncc(Br)c1
CHEMBL3134354,36100.0,4.44,1877,Cn1nccc1-c1cncc(S(=O)(=O)Nc2nc(-c3ccc(Cl)cc3)cs2)c1
CHEMBL3134355,26300.0,4.58,1003,Cc1nccc(-c2cncc(S(=O)(=O)Nc3nc(-c4ccc(Cl)cc4)cs3)c2)n1
CHEMBL3134356,51600.0,4.29,781,O=S(=O)(Nc1nc(-c2ccccc2)cs1)c1cccc(Cl)c1
CHEMBL3134357,13700.0,4.86,556,O=S(=O)(Nc1nc(-c2ccccc2Cl)cs1)c1cccc(Cl)c1
CHEMBL3134358,10200.0,4.99,780,O=S(=O)(Nc1nc(-c2cccc(Cl)c2)cs1)c1cccc(Cl)c1
CHEMBL3134359,61600.0,4.21,779,O=[N+]([O-])c1ccccc1-c1csc(NS(=O)(=O)c2cccc(Cl)c2)n1
CHEMBL3134360,13700.0,4.86,1260,O=[N+]([O-])c1cccc(-c2csc(NS(=O)(=O)c3cccc(Cl)c3)n2)c1
CHEMBL3134361,17600.0,4.75,2074,O=[N+]([O-])c1ccc(-c2csc(NS(=O)(=O)c3cccc(Cl)c3)n2)cc1
CHEMBL3134362,34900.0,4.46,215,O=C(OCO)c1cccc(-c2csc(NS(=O)(=O)c3cccc(Cl)c3)n2)c1
CHEMBL3134363,12900.0,4.89,1476,O=S(=O)(Nc1nc(-c2cccc(Br)c2)cs1)c1cccc(Cl)c1
CHEMBL3134364,16600.0,4.78,444,O=S(=O)(Nc1nc(-c2ccc(Br)cc2)cs1)c1cccc(Cl)c1
CHEMBL3134365,23600.0,4.63,1884,COc1ccccc1-c1csc(NS(=O)(=O)c2cccc(Cl)c2)n1
CHEMBL3134366,19000.0,4.72,1475,COc1cccc(-c2csc(NS(=O)(=O)c3cccc(Cl)c3)n2)c1
CHEMBL3134367,26000.0,4.59,499,COc1ccc(-c2csc(NS(=O)(=O)c3cccc(Cl)c3)n2)cc1
CHEMBL3134368,29500.0,4.53,492,O=S(=O)(Nc1nc(-c2ccc3c(c2)OCCO3)cs1)c1cccc(Cl)c1
CHEMBL3134369,17500.0,4.76,55,Cc1sc(NS(=O)(=O)c2cccc(Cl)c2)nc1-c1ccccc1
CHEMBL3134370,13700.0,4.86,777,O=S(=O)(Nc1nc(-c2ccccc2)c(-c2ccccc2)s1)c1cccc(Cl)c1
CHEMBL3134371,29600.0,4.53,476,Cc1ccc(-c2nnc(NS(=O)(=O)c3cccc(Cl)c3)s2)cc1
CHEMBL3134372,16200.0,4.79,1194,Cc1cccc(S(=O)(=O)Nc2nnc(-c3ccc(Cl)cc3)s2)c1
CHEMBL3134373,37700.0,4.42,239,O=S(=O)(Nc1ccn(-c2ccccc2)n1)c1cc(Cl)cc(Cl)c1
CHEMBL3134374,56900.0,4.24,2402,O=S(=O)(Nc1ccn(-c2ccc(Cl)cc2)n1)c1cccc(C(F)(F)F)c1
CHEMBL3134375,45.0,7.35,1882,COc1ncccc1CNC1CC1c1ccccc1
CHEMBL3134376,40.0,7.4,66,C/C(=N\NC(=O)c1cccc(S(=O)(=O)N2CCOCC2)c1)c1ccc(Cl)cc1O
CHEMBL3134377,258.5,6.59,1068,Cc1ccc(-c2ncc(OC[C@@H]3CCNC3)cc2-c2ccc(C#N)cc2)cc1
CHEMBL313833,25805.0,4.59,669,NC1CC1c1ccccc1
CHEMBL3144163,19500.0,4.71,511,Cl.Cl.S=C(NCCCNCCCCCCCNCCCNC(=S)NCC(c1ccccc1)c1ccccc1)NCC(c1ccccc1)c1ccccc1
CHEMBL3144164,14000.0,4.85,2006,Cl.Cl.S=C(NCCCNCCCCNCCCNC(=S)NCC(c1ccccc1)c1ccccc1)NCC(c1ccccc1)c1ccccc1
CHEMBL3216845,100.0,7.0,1266,CN(C)[C@@H]1CCN(CCN[C@H]2C[C@@H]2c2ccccc2)C1.Cl.Cl
CHEMBL3330328,1720.0,5.76,351,C[C@@]1(N)C[C@H]1c1ccccc1.Cl
CHEMBL3330329,779.0,6.11,12,CC[C@@]1(N)C[C@@H]1c1ccccc1.Cl
CHEMBL3330330,358.0,6.45,1115,CCC[C@@]1(N)C[C@H]1c1ccccc1.Cl
CHEMBL3330331,161.0,6.79,1218,Cl.N[C@@]1(c2ccccc2)C[C@H]1c1ccccc1
CHEMBL3330332,617.0,6.21,430,Cl.N[C@]1(Cc2ccccc2)C[C@@H]1c1ccccc1
CHEMBL3330333,218.0,6.66,587,Cl.N[C@]1(Cc2ccc3ccccc3c2)C[C@H]1c1ccccc1
CHEMBL3330334,202.0,6.69,115,Cl.N[C@]1(CCc2ccccc2)C[C@H]1c1ccccc1
CHEMBL3330335,1780.0,5.75,944,C[C@]1(N)C[C@@H]1c1ccccc1.Cl
CHEMBL3330336,975.0,6.01,1221,CC[C@@]1(N)C[C@H]1c1ccccc1.Cl
CHEMBL3330337,584.0,6.23,526,Cl.N[C@]1(c2ccccc2)C[C@H]1c1ccccc1
CHEMBL3330338,335.0,6.47,586,Cl.N[C@]1(Cc2ccccc2)C[C@H]1c1ccccc1
CHEMBL3330339,3260.0,5.49,2449,C[C@]1(N)C[C@@H]1c1ccccc1.O=C(O)C(F)(F)F
CHEMBL3330340,608.0,6.22,2448,CC[C@]1(N)C[C@@H]1c1ccccc1.Cl
CHEMBL3330341,131.0,6.88,125,Cl.N[C@@]1(c2ccccc2)C[C@@H]1c1ccccc1
CHEMBL3330345,9132.0,5.04,1394,N[C@@]1(CO)C[C@H]1c1ccccc1
CHEMBL3347612,990.0,6.0,1499,NC1CC1c1c(F)cc(F)cc1OCc1ccccc1
CHEMBL3347629,5000.0,5.3,1619,CCNCCCCCCCCCCCCCCCCNC/C=C/CNCCCCCCCCCCCCCCCCNCC
CHEMBL335326,50500.0,4.3,522,Cc1ccc(S(=O)(=O)Nc2nc(-c3ccc(Cl)cc3)cs2)cc1
CHEMBL3401325,8000.0,5.1,1722,Cl.S=C(NCCCNCCCCCNCCCNC(=S)NC(c1ccccc1)c1ccccc1)NC(c1ccccc1)c1ccccc1
CHEMBL3401326,7000.0,5.15,2185,Cl.S=C(NCCCNCCCCCNCCCNC(=S)NCC(c1ccccc1)c1ccccc1)NCC(c1ccccc1)c1ccccc1
CHEMBL3401327,3600.0,5.44,632,Cl.S=C(NCCCNCCCCCNCCCNC(=S)NCCC(c1ccccc1)c1ccccc1)NCCC(c1ccccc1)c1ccccc1
CHEMBL3402046,148.0,6.83,31,CC(C)C[C@H](NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H]1CCCN1C(=O)[C@H](C)NC(=O)[C@H](CCCCN)NC(=O)CNC(=O)CNC(=O)[C@@H](NC(=O)[C@H](CO)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](C)NC(=O)[C@@H](NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CCCCNC1CC1c1ccccc1)NC(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](C)N)[C@H](C)O)[C@H](C)O)[C@H](C)O)C(=O)N[C@@H](C)C(=O)O
CHEMBL3402047,223.0,6.65,434,CC(C)C[C@H](NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H]1CCCN1C(=O)[C@H](C)NC(=O)[C@H](CCCCN)NC(=O)CNC(=O)CNC(=O)[C@@H](NC(=O)[C@H](CO)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](C)NC(=O)[C@@H](NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CCCCN1CC=CC1)NC(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](C)N)[C@H](C)O)[C@H](C)O)[C@H](C)O)C(=O)N[C@@H](C)C(=O)O
CHEMBL3402048,11000.0,4.96,1183,CC(C)C[C@H](NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H]1CCCN1C(=O)[C@H](C)NC(=O)[C@H](CCCCN)NC(=O)CNC(=O)CNC(=O)[C@@H](NC(=O)[C@H](CO)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](C)NC(=O)[C@@H](NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CCCCN1CC=CCC1)NC(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](C)N)[C@H](C)O)[C@H](C)O)[C@H](C)O)C(=O)N[C@@H](C)C(=O)O
CHEMBL3402049,283.0,6.55,658,CC(C)C[C@H](NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H]1CCCN1C(=O)[C@H](C)NC(=O)[C@H](CCCCN)NC(=O)CNC(=O)CNC(=O)[C@@H](NC(=O)[C@H](CO)NC(=O)[C@H](CCCCNC1CC1c1ccccc1)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](C)NC(=O)[C@@H](NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CCCCN)NC(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](C)N)[C@H](C)O)[C@H](C)O)[C@H](C)O)C(=O)N[C@@H](C)C(=O)O
CHEMBL3402051,88000.0,4.06,473,CC(C)C[C@H](NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H]1CCCN1C(=O)[C@H](C)NC(=O)[C@H](CCCCN)NC(=O)CNC(=O)CNC(=O)[C@@H](NC(=O)[C@H](CO)NC(=O)[C@H](CCCCN1CC=CCC1)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](C)NC(=O)[C@@H](NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CCCCN)NC(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](C)N)[C@H](C)O)[C@H](C)O)[C@H](C)O)C(=O)N[C@@H](C)C(=O)O
CHEMBL3402052,158.0,6.8,1108,C[C@H](NC(=O)[C@@H](NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CCCCNC1CC1c1ccccc1)NC(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](C)N)[C@H](C)O)[C@H](C)O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CO)C(=O)N[C@H](C(=O)NCC(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCNC(=N)N)C(=O)O)[C@H](C)O
CHEMBL3402053,356.0,6.45,453,C[C@H](NC(=O)[C@@H](NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CCCCNC1CC1c1ccccc1)NC(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](C)N)[C@H](C)O)[C@H](C)O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CO)C(=O)N[C@H](C(=O)NCC(=O)NCC(=O)O)[C@H](C)O
CHEMBL3402054,443.0,6.35,656,C[C@H](NC(=O)[C@@H](NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CCCCNC1CC1c1ccccc1)NC(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](C)N)[C@H](C)O)[C@H](C)O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)O
CHEMBL3415351,1590.7366666666667,5.8,417,C#CCSc1nc(NNC(N)=S)c(C#N)c(-c2ccccc2)n1
CHEMBL3415352,1158.355,5.94,415,C#CCSc1nc(NNC(N)=S)c(C#N)c(-c2cc(OC)c(OC)c(OC)c2)n1
CHEMBL3415353,1100.5133333333333,5.96,145,C#CCSc1nc(NNC(N)=S)c(C#N)c(-c2ccc(C)cc2)n1
CHEMBL3415354,1080.0,5.97,590,C#CCSc1nc(NNC(N)=S)c(C#N)c(-c2ccc(CC(C)C)cc2)n1
CHEMBL3415355,1821.3,5.74,374,C#CCSc1nc(NNC(N)=S)c(C#N)c(-c2ccc(F)cc2)n1
CHEMBL3415356,2580.7533333333336,5.59,136,C#CCSc1nc(NNC(N)=S)c(C#N)c(-c2ccc([N+](=O)[O-])cc2)n1
CHEMBL3415357,1590.7366666666667,5.8,135,C#CCSc1nc(NNC(N)=S)c(C#N)c(-c2ccc(Cl)cc2)n1
CHEMBL3415358,1661.1366666666665,5.78,78,C#CCSc1nc(NNC(N)=S)c(C#N)c(-c2ccc(F)c(F)c2)n1
CHEMBL3415359,1590.7366666666667,5.8,566,C#CCSc1nc(NNC(N)=S)c(C#N)c(-c2ccc(Br)cc2)n1
CHEMBL3415360,3580.3199999999997,5.45,142,C#CCSc1nc(NNC(N)=S)c(C#N)c(-c2cccc(Cl)c2)n1
CHEMBL3415361,2610.72,5.58,331,C#CCSc1nc(NNC(N)=S)c(C#N)c(-c2cccc(OC)c2)n1
CHEMBL3415362,2640.8033333333333,5.58,393,C#CCSc1nc(NNC(N)=O)c(C#N)c(-c2ccc(Cl)cc2)n1
CHEMBL3415363,7400.0,5.13,878,C#CCSc1nc(NNC(N)=O)c(C#N)c(-c2ccc(F)c(F)c2)n1
CHEMBL3415364,3160.76,5.5,134,C#CCSc1nc(NNC(N)=O)c(C#N)c(-c2ccc(C)cc2)n1
CHEMBL3415365,4880.0,5.31,591,C#CCSc1nc(NNC(N)=O)c(C#N)c(-c2ccc(CC(C)C)cc2)n1
CHEMBL3415366,5063.303333333333,5.3,37,C#CCSc1nc(NNC(N)=O)c(C#N)c(-c2cccc(Cl)c2)n1
CHEMBL3415367,11191.46,4.95,260,C#CCSc1nc(NNC(N)=O)c(C#N)c(-c2ccc([N+](=O)[O-])cc2)n1
CHEMBL3415529,41505.13333333333,4.38,36,C#CCSc1nc(NNC(N)=O)c(C#N)c(-c2ccc(Br)cc2)n1
CHEMBL3415539,45736.27333333334,4.34,110,C#CCSc1nc(Cl)c(C#N)c(-c2ccccc2)n1
CHEMBL3415540,3131.096666666667,5.5,212,C#CCSc1nc(Cl)c(C#N)c(-c2cc(OC)c(OC)c(OC)c2)n1
CHEMBL3415541,59204.176666666666,4.23,109,C#CCSc1nc(Cl)c(C#N)c(-c2ccc(C)cc2)n1
CHEMBL3415542,26480.0,4.58,211,C#CCSc1nc(Cl)c(C#N)c(-c2ccc(CC(C)C)cc2)n1
CHEMBL3415543,21822.433333333334,4.66,1051,C#CCSc1nc(Cl)c(C#N)c(-c2ccc(F)cc2)n1
CHEMBL3415545,8332.269999999999,5.08,562,C#CCSc1nc(Cl)c(C#N)c(-c2ccc(Cl)cc2)n1
CHEMBL3415546,24372.703333333335,4.61,418,C#CCSc1nc(Cl)c(C#N)c(-c2ccc(F)c(F)c2)n1
CHEMBL3415547,24712.413333333334,4.61,655,C#CCSc1nc(Cl)c(C#N)c(-c2ccc(Br)cc2)n1
CHEMBL3415549,97285.36,4.01,45,N#Cc1c(Cl)nc(SCc2cn(Cc3ccccc3Cl)nn2)nc1-c1ccccc1
CHEMBL3415551,98438.26333333332,4.01,1042,COc1cc(-c2nc(SCc3ccc(Cl)c(Cl)c3)nc(NNC(N)=S)c2C#N)cc(OC)c1OC
CHEMBL3416425,559.5,6.25,128,Cl.NC1CC1c1ccc(NC(=O)c2ccccc2)cc1
CHEMBL3416426,13.0,7.89,529,Cl.N[C@H]1C[C@@H]1c1ccc(NC(=O)c2ccccc2)cc1
CHEMBL3416427,21.0,7.68,1886,Cl.N[C@@H]1C[C@H]1c1ccc(NC(=O)c2ccccc2)cc1
CHEMBL3416428,11690.0,4.93,2204,Cl.N[C@H]1C[C@@H]1c1cccc(NC(=O)c2ccccc2)c1
CHEMBL3416429,10890.0,4.96,1702,Cl.N[C@@H]1C[C@H]1c1cccc(NC(=O)c2ccccc2)c1
CHEMBL3416430,74650.0,4.13,1824,Cl.NC1CC1c1ccccc1NC(=O)c1ccccc1
CHEMBL3416431,26.0,7.59,225,Cl.N[C@@H]1C[C@@H]1c1ccc(NC(=O)c2ccccc2)cc1
CHEMBL3416432,22.0,7.66,1823,Cl.N[C@H]1C[C@H]1c1ccc(NC(=O)c2ccccc2)cc1
CHEMBL3416433,2730.0,5.56,1839,Cl.N[C@@H]1C[C@@H]1c1cccc(NC(=O)c2ccccc2)c1
CHEMBL3416434,450.0,6.35,1181,Cl.N[C@H]1C[C@H]1c1cccc(NC(=O)c2ccccc2)c1
CHEMBL3421672,360.0,6.44,42,Cl.N[C@H]1C[C@@H]1c1ccc(NC(=O)[C@H](Cc2ccccc2)NC(=O)OCc2ccccc2)cc1
CHEMBL3421673,30.0,7.52,199,Cl.N[C@@H]1C[C@H]1c1ccc(NC(=O)[C@H](Cc2ccccc2)NC(=O)OCc2ccccc2)cc1
CHEMBL3421674,390.0,6.41,38,Cl.N[C@H]1C[C@@H]1c1ccc(NC(=O)[C@@H](Cc2ccccc2)NC(=O)OCc2ccccc2)cc1
CHEMBL3421675,50.0,7.3,1744,Cl.N[C@@H]1C[C@H]1c1ccc(NC(=O)[C@@H](Cc2ccccc2)NC(=O)OCc2ccccc2)cc1
CHEMBL3621615,1700.0,5.77,514,Nc1nnc(NCc2c(Cl)cccc2Oc2ccccc2)[nH]1
CHEMBL3622371,300.0,6.52,295,O=C(N[C@@H](CCCCNC1CC1c1ccccc1)C(=O)NCc1ccccc1)c1ccccc1
CHEMBL3639499,210.0,6.68,2426,c1ccc(C2C[C@@H]2NCc2cccnc2)cc1
CHEMBL3639504,15.0,7.82,862,CN1CCN(C(=O)CN[C@H]2C[C@@H]2c2ccc(OCc3ccc(Cl)cc3)cc2)CC1
CHEMBL3651091,800.0,6.1,2095,Fc1ccc(CN[C@H]2CC2c2ccccc2)cc1
CHEMBL3651092,330.0,6.48,2675,N#Cc1ccc(CN[C@H]2CC2c2ccccc2)cc1
CHEMBL3651093,2800.0,5.55,2137,FC(F)(F)c1ccc(CN[C@H]2CC2c2ccccc2)cc1
CHEMBL3651094,1000.0,6.0,1409,c1ccc(C2C[C@@H]2NCc2ccccn2)cc1
CHEMBL3651095,700.0,6.15,1689,c1ccc(C2C[C@@H]2NCc2ccncc2)cc1
CHEMBL3651096,700.0,6.15,1531,Cc1cccc(CN[C@H]2CC2c2ccccc2)n1
CHEMBL3651097,800.0,6.1,703,c1ccc(C2C[C@@H]2NCc2nccs2)cc1
CHEMBL3651098,4500.0,5.35,1390,c1ccc(C2C[C@@H]2NCc2cccs2)cc1
CHEMBL3651099,2000.0,5.7,1821,Fc1cccc(CN[C@H]2CC2c2ccccc2)c1
CHEMBL3651100,2300.0,5.64,2138,Fc1ccccc1CN[C@H]1CC1c1ccccc1
CHEMBL3651101,400.0,6.4,836,COc1cccc(CN[C@H]2CC2c2ccccc2)c1
CHEMBL3651102,280.0,6.55,1614,FC(F)(F)c1ccc(CN[C@H]2CC2c2ccccc2)cn1
CHEMBL3651103,410.0,6.39,860,Clc1ccc(CN[C@H]2CC2c2ccccc2)cn1
CHEMBL3651104,500.0,6.3,1391,Cc1ccnc(CN[C@H]2CC2c2ccccc2)c1
CHEMBL3651105,740.0,6.13,1392,COc1cccc(CN[C@H]2CC2c2ccccc2)n1
CHEMBL3651106,4600.0,5.34,2626,Oc1cccnc1CN[C@H]1CC1c1ccccc1
CHEMBL3651107,210.0,6.68,1432,Brc1cccc(CN[C@H]2CC2c2ccccc2)n1
CHEMBL3651108,4600.0,5.34,330,COc1ccc(CN[C@H]2CC2c2ccc(Oc3ccccc3)cc2)cc1
CHEMBL3651109,3000.0,5.52,1538,Fc1ccc(CN[C@H]2CC2c2ccc(Oc3ccccc3)cc2)cc1
CHEMBL3651110,460.0,6.34,1083,c1ccc(C2C[C@@H]2NCc2ccc3ccccc3n2)cc1
CHEMBL3651111,1120.0,5.95,837,FC(F)(F)c1ccc(CN[C@H]2CC2c2ccccc2)nc1
CHEMBL3651112,550.0,6.26,1117,Fc1cccnc1CN[C@H]1CC1c1ccccc1
CHEMBL3651113,140.0,6.85,2543,c1ccc(C2C[C@@H]2NCc2cnc3ccccc3c2)cc1
CHEMBL3651114,180.0,6.74,1422,COc1ccc(CN[C@H]2CC2c2ccccc2)cn1
CHEMBL3651115,250.0,6.6,1982,COc1cncc(CN[C@H]2CC2c2ccccc2)c1
CHEMBL3651116,250.0,6.6,1913,COc1ncccc1CN[C@H]1CC1c1ccccc1
CHEMBL3651117,190.0,6.72,705,C1=Nc2ccccc2C1CN[C@H]1CC1c1ccccc1
