Molecule ChEMBL ID,Standard Value,Calculated pChEMBL,index,Smiles
CHEMBL3651118,160.0,6.8,1410,N#Cc1cccc(CN[C@H]2CC2c2ccccc2)c1
CHEMBL3651119,390.0,6.41,1677,COc1ccccc1CN[C@H]1CC1c1ccccc1
CHEMBL3651120,160.0,6.8,1636,Nc1ncccc1CN[C@H]1CC1c1ccccc1
CHEMBL3651121,90.0,7.05,117,Clc1ncccc1CN[C@H]1CC1c1ccccc1
CHEMBL3651122,60.0,7.22,2556,COc1ccc(CN[C@H]2CC2c2ccccc2)cc1OC
CHEMBL3651123,300.0,6.52,1726,c1ccc(C2C[C@@H]2NCc2ccc3c(c2)CCO3)cc1
CHEMBL3651124,400.0,6.4,2231,c1ccc(C2C[C@@H]2NCc2ccc3c(c2)OCO3)cc1
CHEMBL3651125,670.0,6.17,704,c1ccc(C2C[C@@H]2NCc2ccc3c(c2)OCCO3)cc1
CHEMBL3651126,960.0,6.02,2066,COc1cc(F)c(CN[C@H]2CC2c2ccccc2)c(F)c1
CHEMBL3651127,4500.0,5.35,1485,FC(F)(F)Oc1ccc(CN[C@H]2CC2c2ccccc2)cc1
CHEMBL3651128,300.0,6.52,2625,COc1ccc(F)cc1CN[C@H]1CC1c1ccccc1
CHEMBL3651129,360.0,6.44,2395,COc1ccc(CN[C@H]2CC2c2ccccc2)c(F)c1
CHEMBL3651130,1950.0,5.71,1794,COc1ccc(CN[C@H]2CC2c2ccccc2)c2ccccc12
CHEMBL3651131,220.0,6.66,1700,COc1cccc(F)c1CN[C@H]1CC1c1ccccc1
CHEMBL3651132,60.0,7.22,2156,COc1ccc2ccccc2c1CN[C@H]1CC1c1ccccc1
CHEMBL3651133,50.0,7.3,1666,COc1ccc2c(OC)ccc(CN[C@H]3CC3c3ccccc3)c2c1
CHEMBL3651134,450.0,6.35,2470,COc1ccc(CN[C@H]2CC2c2ccccc2)cc1C
CHEMBL3651135,510.0,6.29,181,COc1ccc(CN[C@H]2CC2c2ccccc2)cc1Cl
CHEMBL3651136,510.0,6.29,2473,COc1ccc(CN[C@H]2CC2c2ccccc2)cc1F
CHEMBL3651137,80.0,7.1,2496,COc1ccc(CN[C@H]2CC2c2ccccc2)c(C)c1
CHEMBL3651138,280.0,6.55,1178,c1ccc(C2C[C@@H]2NCc2cccc3c2OCCCO3)cc1
CHEMBL3651139,300.0,6.52,1550,c1ccc(C2C[C@@H]2NCc2ccc3c(c2)OCCCO3)cc1
CHEMBL3651140,40.0,7.4,270,CC1(C)CCc2cc(CN[C@H]3CC3c3ccccc3)ccc2O1
CHEMBL3651141,70.0,7.15,1662,COc1ccc(CN[C@H]2CC2c2ccccc2)c(C)c1C
CHEMBL3651142,70.0,7.15,2479,COc1cc(C)c(CN[C@H]2CC2c2ccccc2)cc1C
CHEMBL3651143,210.0,6.68,2279,COc1cc(F)c(CN[C@H]2CC2c2ccccc2)cc1OC
CHEMBL3651144,147.0,6.83,1426,COc1cc(CN[C@H]2CC2c2ccccc2)cc(Cl)c1OC
CHEMBL3651145,60.0,7.22,806,COc1ccc(CN[C@H]2CC2c2ccccc2)c(Cl)c1OC
CHEMBL3651146,180.0,6.74,1427,c1ccc(C2C[C@@H]2NCc2ccc3[nH]ccc3c2)cc1
CHEMBL3651147,910.0,6.04,1727,c1ccc(COc2ccc(C3C[C@@H]3NCc3ccccn3)cc2)cc1
CHEMBL3651148,50.0,7.3,1949,COc1ccccc1CN[C@H]1CC1c1ccc(OCc2ccccc2)cc1
CHEMBL3651149,260.0,6.59,807,COc1ccc(C(C)N[C@H]2CC2c2ccccc2)cc1
CHEMBL3651150,210.0,6.68,1953,COc1ccc(C(C)N[C@H]2CC2c2ccccc2)cc1OC
CHEMBL3651151,5.0,8.3,2173,CC(N[C@H]1CC1c1ccccc1)c1ccc2c(c1)OCCO2
CHEMBL3651152,280.0,6.55,571,COc1ccc(CC(C)N[C@H]2CC2c2ccccc2)cc1OC
CHEMBL3651153,14.0,7.85,1486,Cc1noc(CN[C@H]2CC2c2ccccc2)n1
CHEMBL3651561,6000.0,5.22,234,O=C(CN[C@H]1C[C@@H]1c1ccccc1)NC1CC1
CHEMBL3651562,3000.0,5.52,2443,NC(=O)CN[C@H]1C[C@@H]1c1ccccc1
CHEMBL3651563,4070.0,5.39,2045,CC(N[C@H]1C[C@@H]1c1ccccc1)C(=O)NC1CC1
CHEMBL3651564,6000.0,5.22,1140,C#CCNC(=O)CN[C@H]1C[C@@H]1c1ccccc1
CHEMBL3651565,19000.0,4.72,660,CC(C)NC(=O)CN[C@H]1CC1c1ccccc1
CHEMBL3651566,23000.0,4.64,2381,CC(C)(C)NC(=O)CN[C@H]1CC1c1ccccc1
CHEMBL3651567,9000.0,5.05,451,O=C(CN[C@H]1CC1c1ccccc1)N1CCOCC1
CHEMBL3651569,6390.0,5.19,369,CC(N[C@H]1C[C@@H]1c1ccccc1)C(N)=O
CHEMBL3651570,4700.0,5.33,2068,COC(=O)C(C)N[C@H]1C[C@@H]1c1ccccc1
CHEMBL3651571,240.0,6.62,1768,O=C(CN[C@H]1C[C@@H]1c1ccccc1)NCC1CCNCC1
CHEMBL3651572,40.0,7.4,2444,CC(CN(C)C)NC(=O)CN[C@H]1C[C@@H]1c1ccccc1
CHEMBL3651574,221.0,6.66,233,CN(C)[C@H]1CCN(C(=O)CN[C@H]2C[C@@H]2c2ccccc2)C1
CHEMBL3651575,118.0,6.93,1413,CN(C)[C@@H]1CCN(C(=O)CN[C@H]2C[C@@H]2c2ccccc2)C1
CHEMBL3651576,9.0,8.05,1561,N[C@H]1CCN(C(=O)CN[C@H]2C[C@@H]2c2ccccc2)C1
CHEMBL3651577,134.5,6.87,436,O=C(CN[C@H]1C[C@@H]1c1ccccc1)N[C@H]1CCNC1
CHEMBL3651581,350.0,6.46,1327,CN1CCN(C(=O)CN[C@H]2C[C@@H]2c2ccccc2)CC1
CHEMBL3651582,260.0,6.59,2408,CCN1CCN(C(=O)CN[C@H]2C[C@@H]2c2ccccc2)CC1
CHEMBL3651583,1040.0,5.98,0,O=C(CN[C@H]1C[C@@H]1c1ccccc1)N1CCN(Cc2ccccc2)CC1
CHEMBL3651584,1200.0,5.92,1299,O=C(CN[C@H]1C[C@@H]1c1ccccc1)N1CCN(c2ccccc2)CC1
CHEMBL3651585,36.0,7.44,742,CN1CCN(C(=O)CN[C@H]2C[C@@H]2c2ccc(OCc3ccccc3)cc2)CC1
CHEMBL3651586,520.0,6.28,2388,O=C(CN[C@H]1C[C@@H]1c1ccc(OCc2ccccc2)cc1)NC1CC1
CHEMBL3651587,18.0,7.74,1214,CN1CCN(C(=O)CN[C@H]2C[C@@H]2c2ccc(OCc3cccc(F)c3)cc2)CC1
CHEMBL3651588,22.0,7.66,431,CN1CCN(C(=O)CN[C@H]2C[C@@H]2c2ccc(OCc3ccc(F)cc3)cc2)CC1
CHEMBL3651589,47.0,7.33,1704,CN1CCN(C(=O)CN[C@H]2C[C@@H]2c2ccc(OCc3cccc(Cl)c3)cc2)CC1
CHEMBL3651590,25.0,7.6,629,CN1CCN(C(=O)CN[C@H]2C[C@@H]2c2ccc(OCc3cccc(Br)c3)cc2)CC1
CHEMBL3651591,17.0,7.77,520,[C-]#[N+]c1ccc(COc2ccc([C@H]3C[C@@H]3NCC(=O)N3CCN(C)CC3)cc2)cc1
CHEMBL3651592,161.0,6.79,2354,CN1CCN(C(=O)CN[C@H]2C[C@@H]2c2ccc(OCCc3ccccc3)cc2)CC1
CHEMBL3651593,390.0,6.41,1325,CN1CCN(C(=O)CN[C@H]2C[C@@H]2c2ccc(OCc3ccc(-c4ccccc4)cc3)cc2)CC1
CHEMBL3651594,100.0,7.0,920,CN1CCN(C(=O)CN[C@H]2C[C@@H]2c2ccc(-c3ccccc3)cc2)CC1
CHEMBL3651595,43.0,7.37,1418,CN1CCN(C(=O)CN[C@H]2C[C@@H]2c2ccc(-c3cccnc3)cc2)CC1
CHEMBL3651596,25.0,7.6,996,COc1cccc(-c2ccc([C@H]3C[C@@H]3NCC(=O)N3CCN(C)CC3)cc2)c1
CHEMBL3651597,30.0,7.52,628,COc1ccc(-c2ccc([C@H]3C[C@@H]3NCC(=O)N3CCN(C)CC3)cc2)cc1
CHEMBL3651598,26.0,7.59,413,CN1CCN(C(=O)CN[C@H]2C[C@@H]2c2ccc(-c3cccc(C#N)c3)cc2)CC1
CHEMBL3651599,27.0,7.57,1622,CN1CCN(C(=O)CN[C@H]2C[C@@H]2c2ccc(-c3ccc(C#N)cc3)cc2)CC1
CHEMBL3651600,42.0,7.38,2030,CN1CCN(C(=O)CN[C@H]2C[C@@H]2c2ccc(-c3ccc(F)cc3)cc2)CC1
CHEMBL3655319,140.0,6.85,951,CN1CCN(C(=O)CN[C@H]2C[C@@H]2c2ccc(-c3cccc(C(F)(F)F)c3)cc2)CC1
CHEMBL3655320,24.0,7.62,432,CN1CCN(C(=O)CN[C@H]2C[C@@H]2c2ccc(-c3ccc(S(C)(=O)=O)cc3)cc2)CC1
CHEMBL3655321,26.0,7.59,8,CN1CCN(C(=O)CN[C@H]2CC2c2ccc(-c3cc(Cl)cc(Cl)c3)cc2)CC1
CHEMBL3655322,24.0,7.62,1767,CN1CCN(C(=O)CN[C@H]2C[C@@H]2c2ccc(-c3ccc(F)cc3F)cc2)CC1
CHEMBL3655323,135.0,6.87,2247,COc1ccc(-c2ccc([C@H]3C[C@@H]3NCC(=O)N3CCN(C)CC3)cc2)cn1
CHEMBL3655324,29.0,7.54,9,CN1CCN(C(=O)CN[C@H]2C[C@@H]2c2ccc(-c3ccccc3F)cc2)CC1
CHEMBL3655325,124.0,6.91,2203,CN1CCN(C(=O)CN[C@H]2C[C@@H]2c2ccc(OCc3ccc(C(F)(F)F)cc3)cc2)CC1
CHEMBL3655326,160.0,6.8,1142,CN1CCN(C(=O)CN[C@H]2C[C@@H]2c2ccc(-c3ccccc3C(F)(F)F)cc2)CC1
CHEMBL3655327,98.0,7.01,593,CN1CCN(C(=O)CN[C@H]2C[C@@H]2c2ccc(-c3ccc(OC(F)(F)F)cc3)cc2)CC1
CHEMBL3655328,40.0,7.4,950,CN1CCN(C(=O)CN[C@H]2C[C@@H]2c2ccc(-c3cccc(F)c3)cc2)CC1
CHEMBL3655329,134.0,6.87,1289,COc1cc(F)ccc1-c1ccc([C@H]2C[C@@H]2NCC(=O)N2CCN(C)CC2)cc1
CHEMBL3655330,63.0,7.2,469,CN1CCN(C(=O)CN[C@H]2C[C@@H]2c2ccc(-c3ccncc3)cc2)CC1
CHEMBL3655331,21.0,7.68,1320,CN1CCN(C(=O)CN[C@H]2C[C@@H]2c2ccc(-c3cccc(Cl)c3)cc2)CC1
CHEMBL3655332,59.0,7.23,910,CN1CCN(C(=O)CN[C@H]2C[C@@H]2c2ccc(-c3ccc(Cl)cc3)cc2)CC1
CHEMBL3655333,47.0,7.33,2557,COc1ncccc1-c1ccc([C@H]2C[C@@H]2NCC(=O)N2CCN(C)CC2)cc1
CHEMBL3655334,25.0,7.6,2206,CN1CCN(C(=O)CN[C@H]2C[C@@H]2c2ccc(CCc3ccccc3)cc2)CC1
CHEMBL3655335,18.0,7.74,1408,CN1CCN(C(=O)CN[C@H]2C[C@@H]2c2ccc(C3CC3)cc2)CC1
CHEMBL3682528,13.0,7.89,148,O=C(NNC(=O)c1cc(S(=O)(=O)N2CCOCC2)ccc1F)c1ccccc1O
CHEMBL3682530,13.0,7.89,120,C/C(=N\NC(=O)c1cccc(S(=O)(=O)N(C)C)c1)c1cc(Cl)ccc1O
CHEMBL3682535,519.0,6.28,1496,C/C(=N\NC(=O)c1cccc(N2CCOCC2)c1)c1cc(Cl)ccc1O
CHEMBL3682536,28.0,7.55,398,C/C(=N\NC(=O)c1cncc(S(C)(=O)=O)c1)c1cc(Cl)ccc1O
CHEMBL3682537,49.0,7.31,1786,C/C(=N\NC(=O)c1cccc(S(C)(=O)=O)c1)c1cc(Cl)ccc1O
CHEMBL3698280,3300.0,5.48,790,NC1CC1c1ccc(NC(=O)C(Cc2ccccc2)NC(=O)OCc2ccc(Br)cc2)cc1
CHEMBL3698281,34000.0,4.47,269,CN(C(=O)C(Cc1ccccc1)NC(=O)OCc1ccccc1)c1ccc(C2CC2N)cc1
CHEMBL3698282,18000.0,4.74,1288,NC1CC1c1ccc(NC(=O)C(Cc2ccccc2)NC(=O)NCc2ccccc2)cc1
CHEMBL3698283,1300.0,5.89,1857,NC1CC1c1ccc(NC(=O)C(Cc2ccccc2)NC(=O)COc2ccccc2)cc1
CHEMBL3698284,40000.0,4.4,307,NC1CC1c1ccc(NC(=O)C(Cc2c[nH]c3ccccc23)NC(=O)COc2ccccc2)cc1
CHEMBL3735310,2400.0,5.62,774,CN1CCN(C(=O)CNC2CC2c2cccc(O)c2)CC1
CHEMBL3736127,1390.0,5.86,549,CN1CCN(C(=O)CNC2CC2c2cccc(OCC[C@H](NC(=O)c3ccccc3)C(=O)NCc3ccccc3)c2)CC1
CHEMBL3758211,2050.0,5.69,937,N#Cc1ccc(-c2cc(OCC3CCNCC3)cnc2-c2ccccc2)cc1
CHEMBL3758284,9100.0,5.04,530,N#Cc1ccc(-c2ncc(OCC3CCNCC3)nc2-c2ccc(C#N)cc2)cc1
CHEMBL3758340,650.0,6.19,2176,Cc1ccc(-c2ncc(OCC3CCCNC3)cc2-c2ccc(C#N)cc2)cc1
CHEMBL3758396,540.0,6.27,830,N#Cc1ccc(-c2nc(OCC3CCNCC3)cnc2-c2ccc(Br)cc2)cc1
CHEMBL3758402,22300.0,4.65,1001,CCNCc1ccc(-c2cc(OCC3CCNCC3)cnc2-c2ccc(C)cc2)cc1
CHEMBL3758634,46.0,7.34,2054,N#Cc1ccc(-c2cc(OCC3CCNCC3)cnc2-c2ccc(OC(F)(F)F)cc2)cc1
CHEMBL3758636,380.0,6.42,2041,Cc1ccc(-c2ncc(OCC3CCNCC3)cc2-c2ccc(C#N)cc2)cn1
CHEMBL3758664,26200.0,4.58,2413,Brc1ccc(-c2ncc(OCC3CCNCC3)nc2-c2ccc(Br)cc2)cc1
CHEMBL3758747,3200.0,5.49,1132,N#Cc1ccc(-c2cc(OCC3CCNCC3)cnc2-c2cccnc2)cc1
CHEMBL3758821,570.0,6.24,831,N#Cc1ccc(-c2cc(OCC3CCNCC3)cnc2-c2ccc(F)c(F)c2)cc1
CHEMBL3758833,32200.0,4.49,1643,Cc1ccc(-c2ncc(OCC3CCNCC3)nc2-c2ccc(C)cc2)cc1
CHEMBL3758849,220.0,6.66,1011,Cc1ccc(-c2ncc(OCC3CCNCC3)cc2-c2ccc(C#N)cc2F)cc1
CHEMBL3758933,16500.0,4.78,916,N#Cc1ccc(-c2ncc(OCC3CCNCC3)nc2-c2ccc(Br)cc2)cc1
CHEMBL3758988,77.0,7.11,528,CN1CCN(C(=O)CN[C@H]2C[C@@H]2c2ccc(-c3ccc(F)nc3)cc2)CC1
CHEMBL3759070,1800.0,5.74,952,N#Cc1ccc(-c2cc(OCC3CCNCC3)cnc2-c2ccc(F)nc2)cc1
CHEMBL3759088,7600.0,5.12,1731,Cc1ccc(-c2ncc(OCC3CCNCC3)cc2-c2ccc(CN3CCNCC3)cc2)cc1
CHEMBL3759102,88.0,7.06,2183,CC(C)c1ccc(-c2ncc(OCC3CCNCC3)cc2-c2ccc(C#N)cc2)cc1
CHEMBL3759201,29.0,7.54,2039,Cc1ccc(-c2ncc(OCC3CCNCC3)cc2-c2ccc(C#N)cc2)cc1
CHEMBL3759239,62.0,7.21,938,c1ccc([C@H]2C[C@@H]2NCC2CCNCC2)cc1
CHEMBL3759283,4000.0,5.4,582,N#Cc1ccc(-c2cc(OCC3CCNCC3)cnc2-c2ccc(C#N)cc2)cc1
CHEMBL3759351,150.0,6.82,2053,Cc1ccc(-c2ncc(OCC3CCNCC3)cc2-c2ccc(C#N)c(F)c2)cc1
CHEMBL3759462,43800.0,4.36,1730,Cc1ccc(-c2ncc(OCC3CCNCC3)cc2-c2ccc(CN3CCOCC3)cc2)cc1
CHEMBL3759472,5000.0,5.3,1129,N#Cc1ccc(-c2cc(OCC3CCNCC3)cnc2-c2ccncc2)cc1
CHEMBL3759574,2400.0,5.62,2411,N#Cc1ccc(-c2cc(OCC3CCNCC3)cnc2-c2ccsc2)cc1
CHEMBL3759645,4900.0,5.31,657,Cc1ccc(-c2ccc(OCC3CCNCC3)cc2-c2ccc(C#N)cc2)cc1
CHEMBL3759654,740.0,6.13,2385,COc1ccc(-c2ncc(OCC3CCNCC3)cc2-c2ccc(C#N)cc2)cc1
CHEMBL3759797,58.0,7.24,1323,N#Cc1ccc(-c2cc(OCC3CCNCC3)cnc2-c2ccc(C(F)(F)F)cc2)cc1
CHEMBL3759840,47800.0,4.32,2522,c1ccc(-c2ncc(OCC3CCNCC3)nc2-c2ccccc2)cc1
CHEMBL3759861,200.0,6.7,832,CCc1ccc(-c2ncc(OCC3CCNCC3)cc2-c2ccc(C#N)cc2)cc1
CHEMBL3759939,220.0,6.66,1564,N#Cc1ccc(-c2cc(OCC3CCNCC3)cnc2-c2ccc(F)cc2)cc1
CHEMBL3760085,1200.0,5.92,550,N#Cc1ccc(-c2cc(OCC3CCNCC3)cnc2-c2ccc(F)cc2F)cc1
CHEMBL3760091,1200.0,5.92,1766,Cc1ccc(-c2ncc(NCC3CCCNC3)cc2-c2ccc(C#N)cc2)cc1
CHEMBL3760120,800.0,6.1,1851,Cc1cccc(-c2ncc(OCC3CCNCC3)cc2-c2ccc(C#N)cc2)c1
CHEMBL3764353,410.0,6.39,757,O=C(N[C@@H](CCCCNC1CC1c1ccccc1)C(=O)NCc1ccc(Cl)cc1)c1ccc(-c2ccccc2)cc1
CHEMBL3764836,580.0,6.24,1437,O=C(N[C@@H](CCCCNC1CC1c1ccccc1)C(=O)NCc1cccc(C(F)(F)F)c1)c1ccc(-c2ccccc2)cc1
CHEMBL3765529,480.0,6.32,581,O=C(N[C@@H](CCCCNC1CC1c1ccccc1)C(=O)NCc1ccccc1)c1ccc(-c2ccccc2)cc1
CHEMBL3774654,210.0,6.68,1848,Cc1sc(C(=O)Nc2cnn(C)c2)cc1[C@@H]1C[C@H]1NCC1CC1
CHEMBL3775248,240.0,6.62,1540,Cc1nnc(NC(=O)c2cc([C@@H]3C[C@H]3NCC3CC3)cs2)s1
CHEMBL3775312,180.0,6.74,2339,Cc1nnc(NC(=O)c2cc([C@@H]3C[C@H]3NCC3CC3)c(C)s2)s1
CHEMBL3775480,230.0,6.64,1541,Cc1nnc(NC(=O)c2cc([C@@H]3C[C@H]3NC3CCC3)cs2)s1
CHEMBL3775735,1155.0,5.94,2122,O=C(O)c1ccc(CN2CCC(CN[C@H]3C[C@@H]3c3ccccc3)CC2)cc1
CHEMBL3781751,32.5,7.49,876,N[C@H]1CC[C@H](N[C@@H]2C[C@H]2c2ccccc2)CC1
CHEMBL3785141,59.0,7.23,896,NNCCc1ccc(NC(=O)CCCc2ccccc2)cc1
CHEMBL3785355,451.0,6.35,232,O=C(N[C@@H](CCCCN[C@@H]1C[C@H]1c1ccccc1)C(=O)NCc1cccc(Cl)c1)c1ccc(-c2ccccc2)cc1
CHEMBL3785523,6.0,8.22,541,CN1CCC(CN[C@@H]2C[C@H]2c2ccccc2)CC1
CHEMBL3785549,1800.0,5.74,767,CC(C)C[C@H](NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H]1CCCN1C(=O)[C@H](C)NC(=O)[C@H](CCCCN)NC(=O)CNC(=O)CNC(=O)[C@@H](NC(=O)[C@H](CO)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](C)NC(=O)[C@@H](NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CCCCN)NC(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](C)N)[C@@H](C)O)[C@@H](C)O)[C@@H](C)O)C(=O)N[C@@H](C)C(N)=O
CHEMBL3785550,1020.0,5.99,1080,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CO)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H]1CCCN1)C(=O)N[C@H](C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N1CCC[C@H]1C(N)=O)C(C)C
CHEMBL3785551,10100.0,5.0,1960,CSCCc1nc(-c2cc(N)ccc2Cl)oc1C
CHEMBL3785964,240.0,6.62,1079,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H]1CCCN1)C(=O)N[C@H](C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CO)C(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)N[C@H](C(=O)N[C@@H](CO)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@H](C(=O)N[C@@H](CCCNC(=N)N)C(N)=O)C(C)C)C(C)C)[C@@H](C)O)C(C)C
CHEMBL3786042,8000.0,5.1,919,CC(C)[C@H](NC(=O)[C@@H](NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CO)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H]1CCCN1)[C@@H](C)O)C(N)=O
CHEMBL3786182,597.8,6.22,242,O=C(O)c1ccc(CN2CCC(CN[C@@H]3C[C@H]3c3ccccc3)CC2)cc1
CHEMBL3786192,6.0,8.22,241,c1ccc(CN2CCC(CN[C@@H]3C[C@H]3c3ccccc3)CC2)cc1
CHEMBL3786209,210.0,6.68,1081,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CO)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H]1CCCN1)C(=O)N[C@H](C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CO)C(=O)N[C@@H](CC(=O)O)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCC(N)=O)C(=O)O)C(C)C
CHEMBL3786232,22000.0,4.66,462,C/C(=C\CC/C(C)=C/C(=O)O)CC/C=C(\C)CCCC(C)C
CHEMBL3786420,2410.0,5.62,2136,Cc1ccc(NC(=O)CCC(=O)OCC(=O)c2ccc(-c3ccccc3)cc2)cc1Cl
CHEMBL3786652,21250.0,4.67,945,CC(C)(C)OC(=O)N[C@@H]1C[C@H]1c1ccc(OC(=O)OC(C)(C)C)cc1
CHEMBL3786908,90000.0,4.05,942,O=S(=O)(c1ccc2[nH]c(Nc3cc(Cl)ccc3O)nc2c1)N1CCOCC1
CHEMBL3787012,2600.0,5.59,1509,CSCC[C@H](NC(=O)[C@H](CO)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H]1CCCN1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C(N)=O)C(C)C
CHEMBL3787118,28400.0,4.55,925,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CO)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H]1CCCN1)C(=O)N[C@H](C(N)=O)C(C)C
CHEMBL3787230,5.0,8.3,2258,c1ccc([C@@H]2C[C@H]2NCC2CCNCC2)cc1
CHEMBL3787372,70.0,7.15,465,CC(C)S(=O)(=O)Nc1cccc(-c2ccc([C@H]3C[C@@H]3N)cc2)c1
CHEMBL378900,750.0,6.12,463,N=C(NCCCNCCCCCCCNCCCNC(=N)NC(=N)NCCC(c1ccccc1)c1ccccc1)NC(=N)NCCC(c1ccccc1)c1ccccc1
CHEMBL3805659,3180.0,5.5,1385,C[C@]12CC[C@H]3[C@@H](CC=C4C[C@@H](OC(=O)Cn5cc(CN6C(=O)C(=O)c7c(Cl)ccc(Cl)c76)nn5)CC[C@@]43C)[C@@H]1CCC2=O
CHEMBL3884919,27533.333333333332,4.56,93,CC(C)C[C@@H]1NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](CO)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H]2CCCN2C(=O)OCCSSCCOC(=O)NCCCC[C@@H](C(=O)N2CCC[C@H]2C(N)=O)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](C(C)C)NC1=O
CHEMBL3900398,41.0,7.39,1275,NC1CCC(N[C@H]2C[C@@H]2c2ccc(-c3cccc(O)c3)s2)CC1
CHEMBL3906257,24.4875,7.61,1363,NC1CCC(N[C@@H]2C[C@H]2c2ccccc2)CC1
CHEMBL3920789,45.0,7.35,1465,NC1CCC(N[C@H]2C[C@]2(F)c2ccccc2)CC1
CHEMBL3920987,89.0,7.05,1633,N[C@H]1CC[C@H](N[C@@H]2C[C@H]2c2ccc(-c3cccc(C(F)(F)F)c3)cc2)CC1
CHEMBL3921314,21.0,7.68,2648,NC1CCC(NC2CC2c2ccc3ccccc3c2)CC1
CHEMBL3922755,37.0,7.43,1581,NC1CCC(NC2CC2c2ccc(C(F)(F)F)cc2)CC1
CHEMBL3926080,230.28571428571428,6.64,290,NC1CCC(N[C@H]2C[C@@H]2c2ccccc2)CC1
CHEMBL3934542,27.0,7.57,2241,Cc1ccccc1C1CC1NC1CCC(N)CC1
CHEMBL3937352,32.0,7.49,607,NC1CCC(N[C@H]2C[C@@H]2c2cnc(-c3cccc(O)c3)s2)CC1
