Molecule ChEMBL ID,Standard Value,Calculated pChEMBL,index,Smiles
CHEMBL3942207,79.0,7.1,1867,N#Cc1ccccc1S(=O)(=O)Nc1cccc(-c2ncc([C@H]3C[C@@H]3NC3CCC(N)CC3)s2)c1
CHEMBL3946518,36.0,7.44,1594,COc1ccc(C2CC2NC2CCC(N)CC2)cc1
CHEMBL3948048,35.0,7.46,818,NC1CCC(NC2CC2c2ccccc2F)CC1
CHEMBL3951992,22080.0,4.66,1082,NC1CCC(N[C@H]2C[C@@]2(F)c2ccccc2)CC1
CHEMBL3955397,47.0,7.33,1277,CC1(c2ccccc2)CC1NC1CCC(N)CC1
CHEMBL3963765,37.0,7.43,1053,NC1CCC(NC2CC2c2ccc(F)c(F)c2)CC1
CHEMBL3965283,53.0,7.28,2649,N[C@H]1CC[C@@H](N[C@@H]2C[C@H]2c2ccc(-c3cccc(C(F)(F)F)c3)cc2)CC1
CHEMBL3965630,6772.0,5.17,280,NC1CCC(NC2CC2c2ccc(O)cc2)CC1
CHEMBL3967071,34.0,7.47,1411,NC1CCC(N[C@H]2C[C@@H]2c2cncs2)CC1
CHEMBL3989843,25507.69230769231,4.59,126,N[C@@H]1C[C@H]1c1ccccc1.N[C@H]1C[C@@H]1c1ccccc1
CHEMBL399121,78760.0,4.1,346,COc1ccc([C@@H]2CC(=O)c3c(O)cc(O)cc3O2)cc1O
CHEMBL4060903,210.02,6.68,906,N/C(=N\O)c1cccc(/C=C/c2ccc(O)cc2)c1
CHEMBL4060961,30.0,7.52,2300,CSCC[C@H](NC(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](N)CO)[C@@H](C)O)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@H](C(=O)N[C@@H](C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CO)C(=O)N[C@H](C(=O)NCC(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(C)C)C(N)=O)[C@@H](C)O)[C@@H](C)O
CHEMBL4062278,1780.0,5.75,1028,CN(C)C(=O)COc1cc(C(=O)N2CCC[C@@H](N)C2)nn1-c1ccc(C#N)cc1
CHEMBL4062504,6450.0,5.19,314,CCCn1c(S)nc2c1c(=O)[nH]c(=O)n2C
CHEMBL4062570,3610.0,5.44,761,N/C(=N\O)c1cccc(/C=C/c2ccncc2)c1
CHEMBL4062785,303.5,6.52,1428,Cc1cc(COc2cc(C(=O)N3CCC(N)CC3)nn2-c2ccc(C#N)cc2)on1
CHEMBL4063365,3325.0,5.48,1314,COc1ccc([C@@H]2CN(C(=O)C[C@H]3CC[C@@H](N)CC3)C[C@H]2c2ccc(C#N)cc2)cn1
CHEMBL4063384,3100.0,5.51,359,CC(=O)N1CCc2cc(S(=O)(=O)N(CC(=O)N3CCC(N)CC3)c3ccc(C#N)cc3)ccc21
CHEMBL4063580,800.0,6.1,85,N[C@H]1C[C@]1(F)c1ccc(S(F)(F)(F)(F)F)cc1
CHEMBL4064746,5100.0,5.29,606,Cc1ccc(S(=O)(=O)N(CC(=O)N2CCC(N)CC2)c2ccc(C#N)cc2)cc1
CHEMBL4064882,430.0,6.37,294,COc1cc(NS(=O)(=O)c2ccc3c(c2)cc(C)c(=O)n3C)ccc1-n1nc(C)cc1C
CHEMBL4065043,4000.0,5.4,605,N#Cc1ccc(-n2nc(C(=O)N3CCC[C@@H](N)C3)cc2OC[C@@H]2CCC(=O)N2)cc1
CHEMBL4065771,717.0,6.14,1466,CCCSc1nc(Sc2ccccn2)c2nnn(CCc3cccs3)c2n1
CHEMBL4066130,129.0,6.89,1519,Cn1ncc2cc([C@@H]3CN(C(=O)[C@H]4CC[C@H](CN)CC4)C[C@H]3c3ccc(C#N)cc3)ccc21
CHEMBL4066293,53000.0,4.28,993,COc1ccc([C@@H]2C(=O)N([C@H]3CC[C@H](N)CC3)[C@H]2c2ccc(C#N)cc2)cc1
CHEMBL4066743,178.66666666666666,6.75,305,N#Cc1ccc(-n2nc(C(=O)N3CCC[C@@H](N)C3)cc2OCC(O)C(F)(F)F)cc1
CHEMBL4066749,191.0,6.72,2283,CN[C@@H]1CCCN(C(=O)c2cc(OCc3cc(C)no3)n(-c3ccc(C#N)cc3)n2)C1
CHEMBL4068129,200.0,6.7,395,Cc1ccc(CN(CC(=O)N2CCC(CN)CC2)c2ccc(C#N)cc2)cc1
CHEMBL4068480,758.0,6.12,953,CCCSc1nc(Sc2ccccn2)c2nnn(Cc3ccco3)c2n1
CHEMBL4069461,430.0,6.37,871,Cc1cc(COc2cc(C(=O)N3C[C@@H]4CCCN[C@@H]4C3)nn2-c2ccc(C#N)cc2)on1
CHEMBL4069511,678.0,6.17,1992,C#CCSc1nc(Sc2ccccn2)c2nnn(Cc3ccccc3)c2n1
CHEMBL4069570,739.11,6.13,908,N/C(=N\O)c1ccc(/C=C/c2ccc(O)c(O)c2)cc1
CHEMBL4070601,333.54,6.48,1965,N/C(=N\O)c1cccc(/C=C/c2ccc(O)c(O)c2)c1
CHEMBL4070901,17700.0,4.75,1029,N#Cc1ccc(-n2nc(C(=O)N3CCC[C@@H](N)C3)cc2OCC(N)=O)cc1
CHEMBL4071901,880.0,6.06,401,N#Cc1ccc(N(CC(=O)N2CCC(CN)CC2)Cc2ccc(F)cc2)cc1
CHEMBL4071991,39.5,7.4,2559,Cc1ccc([C@@H]2CN(C(=O)[C@H]3CC[C@H](CN)CC3)C[C@H]2c2ccc(C#N)cc2)cc1
CHEMBL4072238,123.86,6.91,2049,N/C(=N\O)c1ccc(/C=C/c2cc(O)c(O)cc2Br)cc1
CHEMBL4072551,7750.0,5.11,383,Cc1ccc(S(=O)(=O)N(CC(=O)N[C@H]2CN3CCC2CC3)c2ccc(C#N)cc2)cc1
CHEMBL4073334,7750.0,5.11,160,Cc1ccc(S(=O)(=O)N(CC(=O)N2CCC(N(C)C)CC2)c2ccc(C#N)cc2)cc1
CHEMBL4073481,1600.0,5.8,2600,COc1cc(NS(=O)(=O)c2ccc3c(c2)CCN3C(C)=O)ccc1-n1nc(C)cc1C
CHEMBL4073624,855.0,6.07,195,N#Cc1ccc(-n2nc(C(=O)N3CCC[C@@H](N)C3)cc2OCC(=O)N2CCOCC2)cc1
CHEMBL4074323,50.0,7.3,353,CC(C)c1cc(COc2cc(C(=O)N3CCC[C@@H](N)C3)nn2-c2ccc(C#N)cc2)on1
CHEMBL4074334,91.5,7.04,354,Cc1cc(COc2cc(C(=O)N3CC[C@H](N)C3)nn2-c2ccc(C#N)cc2)on1
CHEMBL4074390,960.0,6.02,954,CCCSc1nc(Sc2ccccn2)c2nnn(CC(C)C)c2n1
CHEMBL4074550,660.0,6.18,2099,N#Cc1ccc(N(CC(=O)N2CCC(CN)CC2)Cc2ccc(C(N)=O)cc2)cc1
CHEMBL4074738,1685.0,5.77,1347,Cn1ncc2cc([C@@H]3CN(C(=O)[C@H]4CC[C@@H](N)CC4)C[C@H]3c3ccc(C#N)cc3)ccc21
CHEMBL4075414,9200.0,5.04,794,N[C@H]1C[C@@]1(F)c1cccc(C(F)(F)F)c1
CHEMBL4076163,685.6666666666666,6.16,334,Cc1cc(COc2cc(C(=O)N3CCC[C@@H](N)C3)nn2-c2ccc(C#N)cc2)on1
CHEMBL4077134,19800.0,4.7,1370,Cn1cc2cc(N(CC(=O)N3CCC[C@@H](N)C3)S(=O)(=O)c3ccc(C#N)cc3)ccc2n1
CHEMBL4077730,238.0,6.62,2529,Cc1cc(COc2cc(C(=O)N3CCC[C@@H](N)C3)nn2-c2ccc(C#N)cc2)n(C)n1
CHEMBL4077739,384.5,6.42,982,Cc1cc(COc2cc(C(=O)N3C[C@H]4CCCN[C@H]4C3)nn2-c2ccc(C#N)cc2)on1
CHEMBL4078362,9800.0,5.01,397,Cc1ccc(S(=O)(=O)N(CC(=O)N2CC[C@@H](N)C2)c2ccc(C#N)cc2)cc1
CHEMBL4079000,2600.0,5.59,138,N#Cc1ccc(N(CC(=O)N2CCC(N)CC2)Cc2ccccc2)cc1
CHEMBL4079376,1080.7150000000001,5.97,146,C#CCSc1nc(NNC(N)=S)c(C#N)c(-c2ccc(C(C)C)cc2)n1
CHEMBL4079589,8200.0,5.09,1898,N[C@H]1C[C@]1(F)c1cccc(C(F)(F)F)c1
CHEMBL4079604,17300.0,4.76,829,Cc1ccc(S(=O)(=O)N(CC(=O)N2CCC[C@H](N)C2)c2ccc(C#N)cc2)cc1
CHEMBL4079770,870.0,6.06,1709,CNC[C@H]1CC[C@H](C(=O)N2C[C@@H](c3ccc(C#N)cc3)[C@H](c3ccc4c(cnn4C)c3)C2)CC1
CHEMBL4079847,1715.0,5.77,1530,Cc1ccc([C@@H]2CN(C(=O)[C@@H]3CCC[C@@H](N)C3)C[C@H]2c2ccc(C#N)cc2)cc1
CHEMBL4079933,500.0,6.3,1733,COc1ccc(CN(CC(=O)N2CCC(N)CC2)c2ccc(C#N)cc2)cc1F
CHEMBL4080173,715.0,6.15,121,Cc1cc(COc2cc(C(=O)N3CCCC(N4CCCC4)C3)nn2-c2ccc(C#N)cc2)on1
CHEMBL4080291,391.15,6.41,1525,N/C(=N\O)c1ccc(/C=C/c2ccc(O)cc2)cc1
CHEMBL4080345,1400.0,5.85,358,CSCC[C@H](NC(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](C)N)[C@@H](C)O)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@H](C(=O)N[C@@H](C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CO)C(=O)N[C@H](C(=O)NCC(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCNC(=O)CO)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(C)C)C(N)=O)[C@@H](C)O)[C@@H](C)O
CHEMBL4080504,6700.0,5.17,2302,N[C@H]1C[C@]1(F)c1cccc(F)c1
CHEMBL4081219,2590.0,5.59,905,N/C(=N\O)c1cccc(/C=C/c2cc(O)cc(O)c2)c1
CHEMBL4082476,470.0,6.33,1351,Cc1ccc([C@@H]2CN(C(=O)C[C@H]3CC[C@H](N)CC3)C[C@H]2c2ccc(C#N)cc2)cc1
CHEMBL4082935,475.0,6.32,196,Cc1cc(COc2cc(C(=O)N3CCC(CN)CC3)nn2-c2ccc(C#N)cc2)on1
CHEMBL4083030,7750.0,5.11,193,Cc1ccc(S(=O)(=O)N(CC(=O)N2C[C@@H]3C[C@H]2CN3)c2ccc(C#N)cc2)cc1
CHEMBL4083113,6300.0,5.2,2264,CSCC[C@H](NC(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](N)CCO)[C@@H](C)O)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@H](C(=O)N[C@@H](C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CO)C(=O)N[C@H](C(=O)NCC(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCNC(=O)[C@@H](N)CCO)C(N)=O)[C@@H](C)O)[C@@H](C)O
CHEMBL4083732,3850.0,5.41,1372,Cc1ccc(S(=O)(=O)N(CC(=O)N2CCC(C)(N)CC2)c2ccc(C#N)cc2)cc1
CHEMBL4083895,4100.0,5.39,715,N[C@H]1C[C@@]1(F)c1cccc(F)c1
CHEMBL4083993,9950.0,5.0,2205,CC(Oc1cc(C(=O)N2CCC[C@@H](N)C2)nn1-c1ccc(C#N)cc1)C(N)=O
CHEMBL4084823,610.0,6.21,1474,COc1ccc(CN(CC(=O)N2CCC(F)(CN)CC2)c2ccc(C#N)cc2)cc1F
CHEMBL4084845,115.33333333333333,6.94,293,Cc1ccc(-c2ncc(OC[C@H]3CCNC3)cc2-c2ccc(C#N)cc2)cc1
CHEMBL4085006,5350.0,5.27,793,COc1ccc([C@@H]2CN(C(=O)CC3CCCNC3)C[C@H]2c2ccc(C#N)cc2)cn1
CHEMBL4085581,435.0,6.36,869,Cn1cnc(COc2cc(C(=O)N3CCC[C@@H](N)C3)nn2-c2ccc(C#N)cc2)n1
CHEMBL4085763,290.0,6.54,1443,CSCC[C@H](NC(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](N)CO)[C@@H](C)O)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@H](C(=O)N[C@@H](C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CO)C(=O)N[C@H](C(=O)NCC(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C(=O)N[C@@H](CCCCNC(=O)[C@@H](N)CO)C(N)=O)[C@@H](C)O)[C@@H](C)O)[C@@H](C)O
CHEMBL4086227,11050.0,4.96,795,Cc1ccc(S(=O)(=O)N(CC(=O)NC2CCNCC2)c2ccc(C#N)cc2)cc1
CHEMBL4087193,685.0,6.16,2679,CCCSc1nc(Sc2ccccn2)c2nnn(Cc3ccccc3)c2n1
CHEMBL4087724,340.0,6.47,1529,Cc1ccc([C@@H]2CN(C(=O)CC3CCCNC3)C[C@H]2c2ccc(C#N)cc2)cc1
CHEMBL4087810,865.0,6.06,396,Cc1ccc(CN(CC(=O)N2CCC(N)CC2)c2ccc(C#N)cc2)cc1
CHEMBL4088035,146.0,6.84,1281,CC(C)(O)CCOc1cc(C(=O)N2CCC[C@@H](N)C2)nn1-c1ccc(C#N)cc1
CHEMBL4088045,116.0,6.94,333,Cc1cc(COc2cc(C(=O)N3CCC[C@H](N)C3)nn2-c2ccc(C#N)cc2)on1
CHEMBL4088116,30000.0,4.52,1177,COc1cc(/C=C/C(=O)Nc2ccccc2)ccc1O
CHEMBL4088366,1200.0,5.92,2161,COc1cccc([C@@]2(F)C[C@@H]2N)c1
CHEMBL4089024,557.0,6.25,2678,Cc1cc(NNC(=O)c2cnccn2)n2nc(SCc3nc4ccccc4[nH]3)nc2n1
CHEMBL4089088,192.93,6.71,786,N/C(=N\O)c1cccc(/C=C/c2cc(O)c(O)cc2F)c1
CHEMBL4089148,380.0,6.42,2472,CSCC[C@H](NC(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](N)CO)[C@@H](C)O)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@H](C(=O)N[C@@H](C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CO)C(=O)N[C@H](C(=O)NCC(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCNC(=O)[C@@H](N)CO)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(C)C)C(N)=O)[C@@H](C)O)[C@@H](C)O
CHEMBL4089321,26482.5,4.58,144,C#CCSc1nc(Cl)c(C#N)c(-c2ccc(C(C)C)cc2)n1
CHEMBL4090528,564.0,6.25,895,c1ccc(CSc2nc(Sc3ccccn3)c3nnn(Cc4ccccc4)c3n2)cc1
CHEMBL4090728,40.0,7.4,399,CSCC[C@H](NC(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](C)N)[C@H](C)O)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@H](C(=O)N[C@@H](C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CO)C(=O)N[C@H](C(=O)NCC(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C)C(N)=O)[C@H](C)O)[C@H](C)O
CHEMBL4090735,1355.0,5.87,1734,Cc1cc(COc2cc(C(=O)N3CC[C@@H](F)[C@@H](N)C3)nn2-c2ccc(C#N)cc2)on1
CHEMBL4091505,245.8,6.61,489,N/C(=N\O)c1cccc(/C=C/c2ccc(O)c(F)c2)c1
CHEMBL4092725,865.0,6.06,366,CC(O)COc1cc(C(=O)N2CCC[C@@H](N)C2)nn1-c1ccc(C#N)cc1
CHEMBL4092760,179.0,6.75,1316,CNC[C@H]1CC[C@H](C(=O)N2C[C@@H](c3ccc(C)cc3)[C@H](c3ccc(C#N)cc3)C2)CC1
CHEMBL4093001,197.06,6.71,2705,N/C(=N\O)c1ccc(/C=C/c2cc(O)c(O)cc2F)cc1
CHEMBL4093280,90000.0,4.05,2278,Cc1ccc(S(=O)(=O)N(CC(=O)Nc2cccnc2)c2ccc(C#N)cc2)cc1
CHEMBL4093330,765.0,6.12,1498,Cc1nnc(COc2cc(C(=O)N3CCC[C@@H](N)C3)nn2-c2ccc(C#N)cc2)o1
CHEMBL4093703,3200.0,5.49,1520,Cn1ncc2cc([C@@H]3CN(C(=O)c4ccc(CN)cc4)C[C@H]3c3ccc(C#N)cc3)ccc21
CHEMBL4093998,3800.0,5.42,2117,CC(=O)N1CCc2cc(S(=O)(=O)N(CC(=O)N3CCC[C@@H](N)C3)c3ccc(C#N)cc3)ccc21
CHEMBL4094875,1153.0,5.94,2293,CCCSc1nc(Sc2ccccn2)c2nnn(C3CCCC3)c2n1
CHEMBL4095018,1456.0,5.84,740,COc1ccc(CN(CC(=O)N2CCC(CN)CC2)c2ccc(C#N)cc2)cc1F
CHEMBL4095185,4883.26,5.31,1819,C#CCSc1nc(NNC(N)=O)c(C#N)c(-c2ccc(C(C)C)cc2)n1
CHEMBL4095517,345.0,6.46,680,N#Cc1ccc(N(CC(=O)N2CCC(CN)CC2)Cc2ccc(Cl)cc2)cc1
CHEMBL4095757,1460.0,5.84,332,Cn1ncnc1COc1cc(C(=O)N2CCC[C@@H](N)C2)nn1-c1ccc(C#N)cc1
CHEMBL4095768,368.5,6.43,872,Cc1cc(COc2cc(C(=O)N3CCCC(N(C)C)C3)nn2-c2ccc(C#N)cc2)on1
CHEMBL4095820,2633.0,5.58,1923,CCCSc1nc(Sc2ccccn2)c2nnn(CCO)c2n1
CHEMBL4096682,670.0,6.17,874,CCN(CC)C1CCN(C(=O)c2cc(OCc3cc(C)no3)n(-c3ccc(C#N)cc3)n2)C1
CHEMBL4096854,9800.0,5.01,357,CSCC[C@H](NC(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](C)N)[C@@H](C)O)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@H](C(=O)N[C@@H](C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CO)C(=O)N[C@H](C(=O)NCC(=O)NCC(=O)N[C@@H](CCCCNC(=O)CO)C(=O)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(C)C)C(N)=O)[C@@H](C)O)[C@@H](C)O
CHEMBL4097636,9200.0,5.04,1366,Cc1ccc(S(=O)(=O)N(CC(=O)N2CCC[C@@H](N)C2)c2ccc(C#N)cc2)cc1
CHEMBL4097870,2405.0,5.62,1349,Cc1ccc([C@@H]2CN(C(=O)C3CCNCC3)C[C@H]2c2ccc(C#N)cc2)cc1
CHEMBL4097953,3700.0,5.43,828,N#Cc1ccc(N(CC(=O)N2CCC(N)CC2)Cc2ccc(C#N)c(F)c2)cc1
CHEMBL4098092,154.0,6.81,1066,Cc1cc(NNC(N)=S)n2nc(SCc3ccccc3)nc2n1
CHEMBL4098523,6800.0,5.17,2055,N[C@H]1C[C@]1(F)c1cccc([N+](=O)[O-])c1
CHEMBL4098894,710.0,6.15,770,N#Cc1ccc(N(CC(=O)N2CCC(CN)CC2)Cc2cccc(C(N)=O)c2)cc1
CHEMBL4099019,1190.0,5.92,2632,Cc1cc(NNC(=O)c2cnccn2)n2nc(SCc3ccccc3)nc2n1
CHEMBL4099241,121.23,6.92,189,N/C(=N\O)c1cccc(/C=C/c2cc(O)c(O)cc2Br)c1
CHEMBL4100318,9500.0,5.02,679,CC(=O)Nc1ccc(S(=O)(=O)Nc2ccc(C#N)cc2)cc1
CHEMBL4100451,2375.0,5.62,26,N#Cc1ccc(-n2nc(C(=O)N3CCC[C@@H](N)C3)cc2OC[C@H]2CCC(=O)N2)cc1
CHEMBL4100487,370.5,6.43,983,Cc1ccc([C@@H]2CN(C(=O)C[C@H]3CC[C@@H](N)CC3)C[C@H]2c2ccc(C#N)cc2)cc1
CHEMBL4100915,857.3333333333334,6.07,2476,N#Cc1ccc(-n2nc(C(=O)N3CCC[C@@H](N)C3)cc2OCc2ccccn2)cc1
CHEMBL4101011,8850.0,5.05,1367,Cc1ccc(S(=O)(=O)N(CC(=O)N[C@@H]2CN3CCC2CC3)c2ccc(C#N)cc2)cc1
CHEMBL4101067,206.66666666666666,6.68,873,CCc1cc(COc2cc(C(=O)N3CCC[C@@H](N)C3)nn2-c2ccc(C#N)cc2)on1
CHEMBL4101077,785.0,6.11,1644,Cc1cc(COc2cc(C(=O)N3CC[C@@H](N)C3)nn2-c2ccc(C#N)cc2)on1
CHEMBL4101423,3100.0,5.51,325,Cn1ncc2cc([C@@H]3CN(C(=O)[C@H]4CC[C@H](N)CC4)C[C@H]3c3ccc(C#N)cc3)ccc21
CHEMBL4101729,5200.0,5.28,1981,CNC1CCN(C(=O)CN(c2ccc(C#N)cc2)S(=O)(=O)c2ccc(C)cc2)CC1
CHEMBL4102632,13700.0,4.86,1373,Cc1ccc(S(=O)(=O)N(CC(=O)N2CC[C@H](N)C2)c2ccc(C#N)cc2)cc1
CHEMBL4102775,261.6666666666667,6.58,60,COc1ccc(CN(CC(=O)N2CCC3(CC2)CNC3)c2ccc(C#N)cc2)cc1F
CHEMBL4103264,380.0,6.42,824,Cn1ncc2cc(CN(CC(=O)N3CCC(N)CC3)c3ccc(C#N)cc3)ccc21
CHEMBL4103503,214.66666666666666,6.67,1593,Cc1nc(COc2cc(C(=O)N3CCC[C@@H](N)C3)nn2-c2ccc(C#N)cc2)no1
CHEMBL4103690,60.0,7.22,771,CSCC[C@H](NC(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](N)CO)[C@@H](C)O)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@H](C(=O)N[C@@H](C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CO)C(=O)N[C@H](C(=O)NCC(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCNC(=O)[C@@H](N)CO)C(N)=O)[C@@H](C)O)[C@@H](C)O
CHEMBL4103844,8400.0,5.08,2181,N[C@H]1C[C@]1(F)c1cccc(S(F)(F)(F)(F)F)c1
CHEMBL4104027,38000.0,4.42,2427,Cc1ccc([C@@H]2C(=O)N([C@H]3CC[C@H](N)CC3)[C@H]2c2ccc(C#N)cc2)cc1
CHEMBL4104407,128.5,6.89,1429,Cc1cc(COc2cc(C(=O)N3CCOC(CN)C3)nn2-c2ccc(C#N)cc2)on1
CHEMBL4104513,492.58,6.31,1054,N/C(=N\O)c1ccc(/C=C/c2ccc(O)c(F)c2)cc1
CHEMBL4105288,98.0,7.01,814,CSCC[C@H](NC(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](C)N)[C@@H](C)O)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@H](C(=O)N[C@@H](C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CO)C(=O)N[C@H](C(=O)NCC(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(C)C)C(N)=O)[C@@H](C)O)[C@@H](C)O
CHEMBL4105603,570.0,6.24,700,Cc1ccc([C@@H]2CN(C(=O)CC3CCNCC3)C[C@H]2c2ccc(C#N)cc2)cc1
CHEMBL4106496,42.0,7.38,820,Cc1cccc(CNc2ccc([C@H]3C[C@@H]3NC3CCC(N)CC3)cn2)c1
CHEMBL4106580,19.0,7.72,277,NC1CCC(N[C@H]2C[C@@H]2c2ccc(-c3cccc(NS(=O)(=O)N4CCNCC4)c3)cc2)CC1
CHEMBL4106824,51.0,7.29,817,NC1CCC(N[C@H]2C[C@@H]2c2ccc(Br)cc2)CC1
CHEMBL4106910,31070.0,4.51,77,CC(C)(C)OC(=O)NC1CCC(N[C@H]2C[C@@H]2c2ccccc2)CC1
CHEMBL4107028,94.0,7.03,2062,N[C@H]1CC[C@H](N[C@H]2C[C@@H]2c2ccc(-c3cccc(C(F)(F)F)c3)cc2)CC1
CHEMBL4107247,45.0,7.35,13,NC1CCCC(N[C@H]2C[C@@H]2c2ccccc2)C1
CHEMBL4107327,1330.0,5.88,1868,c1ccc([C@H]2C[C@@H]2NC2CCC(N3CCOCC3)CC2)cc1
